IDX,Norman_SusDat_ID,DTXSID,dtxcid,cas_number,Name,inchi,inchiKey
87,NS00000094,DTXSID9032329,DTXCID7012329,741-58-2,Bensulide,"InChI=1S/C14H24NO4PS3/c1-12(2)18-20(21,19-13(3)4)22-11-10-15-23(16,17)14-8-6-5-7-9-14/h5-9,12-13,15H,10-11H2,1-4H3",RRNIZKPFKNDSRS-UHFFFAOYSA-N
88,NS00000095,DTXSID8041660,DTXCID20810108,29104-30-1,Benzoximate,"InChI=1S/C18H18ClNO5/c1-4-24-20-17(25-18(21)12-8-6-5-7-9-12)15-14(22-2)11-10-13(19)16(15)23-3/h5-11H,4H2,1-3H3",BZMIHNKNQJJVRO-UHFFFAOYSA-N
89,NS00000096,DTXSID1040320,DTXCID9020320,42576-02-3,Bifenox,"InChI=1S/C14H9Cl2NO5/c1-21-14(18)10-7-9(3-4-12(10)17(19)20)22-13-5-2-8(15)6-11(13)16/h2-7H,1H3",SUSRORUBZHMPCO-UHFFFAOYSA-N
90,NS00000097,DTXSID2037502,DTXCID0017502,55179-31-2,Bitertanol,"InChI=1/C20H23N3O2/c1-20(2,3)18(24)19(23-14-21-13-22-23)25-17-11-9-16(10-12-17)15-7-5-4-6-8-15/h4-14,18-19,24H,1-3H3",VGPIBGGRCVEHQZ-UHFFFAOYSA-N
91,NS00000098,DTXSID50962083,DTXCID301389896,41937-02-4,"1-(4-Amino-3,5-dibromophenyl)-2-(tert-butylamino)ethan-1-ol","InChI=1S/C12H18Br2N2O/c1-12(2,3)16-6-10(17)7-4-8(13)11(15)9(14)5-7/h4-5,10,16-17H,6,15H2,1-3H3",PLFUBWPEUSILSL-UHFFFAOYSA-N
92,NS00000099,DTXSID8020202,DTXCID50820058,51333-22-3,Budesonide,"InChI=1S/C25H34O6/c1-4-5-21-30-20-11-17-16-7-6-14-10-15(27)8-9-23(14,2)22(16)18(28)12-24(17,3)25(20,31-21)19(29)13-26/h8-10,16-18,20-22,26,28H,4-7,11-13H2,1-3H3/t16-,17-,18-,20+,21?,22+,23-,24-,25+/m0/s1",VOVIALXJUBGFJZ-KWVAZRHASA-N
93,NS00000100,DTXSID401009368,DTXCID70209528,953030-84-7,"(2Z)-2-[(1,1-Dimethylethyl)imino]tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one","InChI=1S/C16H23N3OS/c1-12(2)19-14(17-16(3,4)5)21-11-18(15(19)20)13-9-7-6-8-10-13/h6-10,12H,11H2,1-5H3/b17-14-",PRLVTUNWOQKEAI-VKAVYKQESA-N
94,NS00000101,DTXSID3032337,DTXCID1012337,33629-47-9,Butralin,"InChI=1/C14H21N3O4/c1-6-9(2)15-13-11(16(18)19)7-10(14(3,4)5)8-12(13)17(20)21/h7-9,15H,6H2,1-5H3",SPNQRCTZKIBOAX-UHFFFAOYSA-N
95,NS00000102,DTXSID7037505,DTXCID5017505,95465-99-9,Cadusafos,"InChI=1S/C10H23O2PS2/c1-6-9(4)14-13(11,12-8-3)15-10(5)7-2/h9-10H,6-8H2,1-5H3",KXRPCFINVWWFHQ-UHFFFAOYSA-N
96,NS00000105,DTXSID00894103,DTXCID501324141,84957-30-2,Cefquinome,"InChI=1S/C23H24N6O5S2/c1-34-27-16(14-11-36-23(24)25-14)19(30)26-17-20(31)29-18(22(32)33)13(10-35-21(17)29)9-28-8-4-6-12-5-2-3-7-15(12)28/h4,6,8,11,17,21H,2-3,5,7,9-10H2,1H3,(H3-,24,25,26,30,32,33)/b27-16-/t17-,21-/m1/s1",YWKJNRNSJKEFMK-PQFQYKRASA-N
97,NS00000106,DTXSID0023955,DTXCID603955,90982-32-4,Chlorimuron-ethyl,"InChI=1S/C15H15ClN4O6S/c1-3-26-13(21)9-6-4-5-7-10(9)27(23,24)20-15(22)19-14-17-11(16)8-12(18-14)25-2/h4-8H,3H2,1-2H3,(H2,17,18,19,20,22)",NSWAMPCUPHPTTC-UHFFFAOYSA-N
98,NS00000107,DTXSID7023980,DTXCID503980,64902-72-3,Chlorsulfuron,"InChI=1S/C12H12ClN5O4S/c1-7-14-10(17-12(15-7)22-2)16-11(19)18-23(20,21)9-6-4-3-5-8(9)13/h3-6H,1-2H3,(H2,14,15,16,17,18,19)",VJYIFXVZLXQVHO-UHFFFAOYSA-N
99,NS00000110,DTXSID30959274,DTXCID80842248,38339-21-8,"1-(4-Amino-3,5-dichlorophenyl)-2-[(2-methylbutan-2-yl)amino]ethan-1-ol","InChI=1/C13H20Cl2N2O/c1-4-13(2,3)17-7-11(18)8-5-9(14)12(16)10(15)6-8/h5-6,11,17-18H,4,7,16H2,1-3H3",QVBOTMGSBYXVJQ-UHFFFAOYSA-N
100,NS00000111,DTXSID6045907,DTXCID4025907,25122-46-7,Clobetasol propionate,"InChI=1S/C25H32ClFO5/c1-5-21(31)32-25(20(30)13-26)14(2)10-18-17-7-6-15-11-16(28)8-9-22(15,3)24(17,27)19(29)12-23(18,25)4/h8-9,11,14,17-19,29H,5-7,10,12-13H2,1-4H3/t14-,17-,18-,19-,22-,23-,24-,25-/m0/s1",CBGUOGMQLZIXBE-XGQKBEPLSA-N
101,NS00000113,DTXSID3041794,DTXCID1021794,99607-70-2,Cloquintocet-mexyl,"InChI=1S/C18H22ClNO3/c1-3-4-5-7-13(2)23-17(21)12-22-16-10-9-15(19)14-8-6-11-20-18(14)16/h6,8-11,13H,3-5,7,12H2,1-2H3",COYBRKAVBMYYSF-UHFFFAOYSA-N
102,NS00000114,DTXSID5022853,DTXCID502853,61-72-3,Cloxacillin,"InChI=1S/C19H18ClN3O5S/c1-8-11(12(22-28-8)9-6-4-5-7-10(9)20)15(24)21-13-16(25)23-14(18(26)27)19(2,3)29-17(13)23/h4-7,13-14,17H,1-3H3,(H,21,24)(H,26,27)/t13-,14+,17-/m1/s1",LQOLIRLGBULYKD-JKIFEVAISA-N
103,NS00000115,DTXSID5041805,DTXCID3021805,13067-93-1,Cyanofenphos,"InChI=1S/C15H14NO2PS/c1-2-17-19(20,15-6-4-3-5-7-15)18-14-10-8-13(12-16)9-11-14/h3-11H,2H2,1H3",LRNJHZNPJSPMGK-UHFFFAOYSA-N
104,NS00000116,DTXSID0057918,DTXCID5031686,101205-02-1,Cycloxydim,"InChI=1/C17H27NO3S/c1-3-6-14(18-21-4-2)17-15(19)9-13(10-16(17)20)12-7-5-8-22-11-12/h12-13,19H,3-11H2,1-2H3",GGWHBJGBERXSLL-UHFFFAOYSA-N
105,NS00000117,DTXSID0032601,DTXCID8012601,94361-06-5,Cyproconazole,"InChI=1/C15H18ClN3O/c1-11(12-2-3-12)15(20,8-19-10-17-9-18-19)13-4-6-14(16)7-5-13/h4-7,9-12,20H,2-3,8H2,1H3",UFNOUKDBUJZYDE-UHFFFAOYSA-N
106,NS00000118,DTXSID1032359,DTXCID9012359,121552-61-2,Cyprodinil,"InChI=1S/C14H15N3/c1-10-9-13(11-7-8-11)17-14(15-10)16-12-5-3-2-4-6-12/h2-6,9,11H,7-8H2,1H3,(H,15,16,17)",HAORKNGNJCEJBX-UHFFFAOYSA-N
107,NS00000119,DTXSID5037521,DTXCID3017521,919-86-8,Demeton-S-methyl,"InChI=1S/C6H15O3PS2/c1-4-11-5-6-12-10(7,8-2)9-3/h4-6H2,1-3H3",WEBQKRLKWNIYKK-UHFFFAOYSA-N
108,NS00000120,DTXSID3020382,DTXCID50382,51481-10-8,Vomitoxin,"InChI=1S/C15H20O6/c1-7-3-9-14(5-16,11(19)10(7)18)13(2)4-8(17)12(21-9)15(13)6-20-15/h3,8-9,11-12,16-17,19H,4-6H2,1-2H3/t8-,9-,11-,12-,13-,14-,15+/m1/s1",LINOMUASTDIRTM-QGRHZQQGSA-N
109,NS00000121,DTXSID6041842,DTXCID4021842,1014-69-3,Desmetryn,"InChI=1S/C8H15N5S/c1-5(2)10-7-11-6(9-3)12-8(13-7)14-4/h5H,1-4H3,(H2,9,10,11,12,13)",HCRWJJJUKUVORR-UHFFFAOYSA-N
110,NS00000122,DTXSID60298360,DTXCID00249497,19169-90-5,Bromomethyl phenyl sulfone,"InChI=1S/C7H7BrO2S/c8-6-11(9,10)7-4-2-1-3-5-7/h1-5H,6H2",SKIMEKUYIQHJQV-UHFFFAOYSA-N
111,NS00000123,DTXSID8040274,DTXCID6020274,97-17-6,Dichlofenthion,"InChI=1S/C10H13Cl2O3PS/c1-3-13-16(17,14-4-2)15-10-6-5-8(11)7-9(10)12/h5-7H,3-4H2,1-2H3",WGOWCPGHOCIHBW-UHFFFAOYSA-N
112,NS00000124,DTXSID1022928,DTXCID802928,90-89-1,Diethylcarbamazine,"InChI=1S/C10H21N3O/c1-4-12(5-2)10(14)13-8-6-11(3)7-9-13/h4-9H2,1-3H3",RCKMWOKWVGPNJF-UHFFFAOYSA-N
113,NS00000125,DTXSID3041873,DTXCID1021873,22936-75-0,Dimethametryn,"InChI=1/C11H21N5S/c1-6-12-9-14-10(13-8(4)7(2)3)16-11(15-9)17-5/h7-8H,6H2,1-5H3,(H2,12,13,14,15,16)",IKYICRRUVNIHPP-UHFFFAOYSA-N
114,NS00000126,DTXSID5020497,DTXCID30497,551-92-8,"1,2-Dimethyl-5-nitroimidazole","InChI=1S/C5H7N3O2/c1-4-6-3-5(7(4)2)8(9)10/h3H,1-2H3",IBXPYPUJPLLOIN-UHFFFAOYSA-N
115,NS00000127,DTXSID5031133,DTXCID3011133,131-16-8,Di-n-propylphthalate,"InChI=1S/C14H18O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h5-8H,3-4,9-10H2,1-2H3",MQHNKCZKNAJROC-UHFFFAOYSA-N
116,NS00000128,DTXSID80153164,DTXCID0075655,121124-29-6,Emamectin B1A,"InChI=1S/C49H75NO13/c1-12-26(2)44-29(5)18-19-48(63-44)24-35-21-34(62-48)17-16-28(4)43(27(3)14-13-15-33-25-56-46-42(51)30(6)20-36(47(52)59-35)49(33,46)53)60-40-23-38(55-11)45(32(8)58-40)61-39-22-37(54-10)41(50-9)31(7)57-39/h13-16,18-20,26-27,29,31-32,34-46,50-51,53H,12,17,21-25H2,1-11H3/b14-13+,28-16+,33-15+/t26-,27-,29-,31-,32-,34+,35-,36-,37-,38-,39-,40-,41+,42+,43-,44+,45-,46+,48+,49+/m0/s1",CXEGAUYXQAKHKJ-COFQVFHOSA-N
117,NS00000129,DTXSID0048977,DTXCID0028903,133305-88-1,Eprinomectin B1a,"InChI=1S/C50H75NO14/c1-12-26(2)45-29(5)18-19-49(65-45)24-36-21-35(64-49)17-16-28(4)44(27(3)14-13-15-34-25-58-47-43(53)30(6)20-37(48(54)61-36)50(34,47)55)62-41-23-39(57-11)46(32(8)60-41)63-40-22-38(56-10)42(31(7)59-40)51-33(9)52/h13-16,18-20,26-27,29,31-32,35-47,53,55H,12,17,21-25H2,1-11H3,(H,51,52)/b14-13+,28-16+,34-15+/t26?,27-,29-,31-,32-,35+,36-,37-,38-,39-,40-,41-,42+,43+,44-,45+,46-,47+,49+,50+/m0/s1",ZKWQQXZUCOBISE-BTUYMBSXSA-N
118,NS00000130,DTXSID3037545,DTXCID1017545,29973-13-5,Ethiofencarb,"InChI=1S/C11H15NO2S/c1-3-15-8-9-6-4-5-7-10(9)14-11(13)12-2/h4-7H,3,8H2,1-2H3,(H,12,13)",HEZNVIYQEUHLNI-UHFFFAOYSA-N
119,NS00000131,DTXSID80968033,DTXCID101395625,53380-23-7,2-[(Ethanesulfonyl)methyl]phenyl hydrogen methylcarbonimidate,"InChI=1S/C11H15NO4S/c1-3-17(14,15)8-9-6-4-5-7-10(9)16-11(13)12-2/h4-7H,3,8H2,1-2H3,(H,12,13)",IOPTXXRNXCPJGO-UHFFFAOYSA-N
120,NS00000132,DTXSID20968032,DTXCID401395624,53380-22-6,2-[(Ethanesulfinyl)methyl]phenyl hydrogen methylcarbonimidate,"InChI=1S/C11H15NO3S/c1-3-16(14)8-9-6-4-5-7-10(9)15-11(13)12-2/h4-7H,3,8H2,1-2H3,(H,12,13)",OMOLDRXZKFFGJI-UHFFFAOYSA-N
121,NS00000133,DTXSID8034586,DTXCID6014586,153233-91-1,Etoxazole,"InChI=1/C21H23F2NO2/c1-5-25-18-11-13(21(2,3)4)9-10-14(18)17-12-26-20(24-17)19-15(22)7-6-8-16(19)23/h6-11,17H,5,12H2,1-4H3",IXSZQYVWNJNRAL-UHFFFAOYSA-N
122,NS00000134,DTXSID3024102,DTXCID404102,22224-92-6,Fenamiphos,"InChI=1S/C13H22NO3PS/c1-6-16-18(15,14-10(2)3)17-12-7-8-13(19-5)11(4)9-12/h7-10H,6H2,1-5H3,(H,14,15)",ZCJPOPBZHLUFHF-UHFFFAOYSA-N
123,NS00000135,DTXSID2032390,DTXCID0012390,60168-88-9,Fenarimol,"InChI=1/C17H12Cl2N2O/c18-14-7-5-12(6-8-14)17(22,13-9-20-11-21-10-13)15-3-1-2-4-16(15)19/h1-11,22H",NHOWDZOIZKMVAI-UHFFFAOYSA-N
124,NS00000136,DTXSID8032548,DTXCID6012548,114369-43-6,Fenbuconazole,"InChI=1/C19H17ClN4/c20-18-8-6-16(7-9-18)10-11-19(12-21,13-24-15-22-14-23-24)17-4-2-1-3-5-17/h1-9,14-15H,10-11,13H2",RQDJADAKIFFEKQ-UHFFFAOYSA-N
125,NS00000137,DTXSID2032392,DTXCID0012392,66441-23-4,Fenoxaprop-ethyl,"InChI=1/C18H16ClNO5/c1-3-22-17(21)11(2)23-13-5-7-14(8-6-13)24-18-20-15-9-4-12(19)10-16(15)25-18/h4-11H,3H2,1-2H3",PQKBPHSEKWERTG-UHFFFAOYSA-N
126,NS00000138,DTXSID40161482,DTXCID4083973,14086-35-2,Fenthion oxon sulfone,"InChI=1S/C10H15O6PS/c1-8-7-9(16-17(11,14-2)15-3)5-6-10(8)18(4,12)13/h5-7H,1-4H3",VUTHWSUXEOILTN-UHFFFAOYSA-N
127,NS00000139,DTXSID0036633,DTXCID8016633,74738-17-3,Fenpicionil,"InChI=1S/C11H6Cl2N2/c12-10-3-1-2-8(11(10)13)9-6-15-5-7(9)4-14/h1-3,5-6,15H",FKLFBQCQQYDUAM-UHFFFAOYSA-N
128,NS00000140,DTXSID0024002,DTXCID204002,39515-41-8,Fenpropathrin,"InChI=1S/C22H23NO3/c1-21(2)19(22(21,3)4)20(24)26-18(14-23)15-9-8-12-17(13-15)25-16-10-6-5-7-11-16/h5-13,18-19H,1-4H3",XQUXKZZNEFRCAW-UHFFFAOYSA-N
129,NS00000141,DTXSID1041974,DTXCID9021974,01/12/6552,Fenthion oxon,"InChI=1S/C10H15O4PS/c1-8-7-9(5-6-10(8)16-4)14-15(11,12-2)13-3/h5-7H,1-4H3",ZNRZGJAHNMGWQN-UHFFFAOYSA-N
130,NS00000142,DTXSID3034610,DTXCID1014610,104040-78-0,Flazasulfuron,"InChI=1S/C13H12F3N5O5S/c1-25-8-6-9(26-2)19-11(18-8)20-12(22)21-27(23,24)10-7(13(14,15)16)4-3-5-17-10/h3-6H,1-2H3,(H2,18,19,20,21,22)",HWATZEJQIXKWQS-UHFFFAOYSA-N
131,NS00000143,DTXSID8024107,DTXCID404107,59756-60-4,1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,"InChI=1S/C19H14F3NO/c1-23-11-16(13-6-3-2-4-7-13)18(24)17(12-23)14-8-5-9-15(10-14)19(20,21)22/h2-12H,1H3",YWBVHLJPRPCRSD-UHFFFAOYSA-N
132,NS00000144,DTXSID4041995,DTXCID2021995,3878-19-1,Fuberidazole,"InChI=1S/C11H8N2O/c1-2-5-9-8(4-1)12-11(13-9)10-6-3-7-14-10/h1-7H,(H,12,13)",UYJUZNLFJAWNEZ-UHFFFAOYSA-N
133,NS00000145,DTXSID6020644,DTXCID60644,116355-83-0,Fumonisin B1,"InChI=1S/C34H59NO15/c1-5-6-9-20(3)32(50-31(44)17-23(34(47)48)15-29(41)42)27(49-30(43)16-22(33(45)46)14-28(39)40)13-19(2)12-24(36)10-7-8-11-25(37)18-26(38)21(4)35/h19-27,32,36-38H,5-18,35H2,1-4H3,(H,39,40)(H,41,42)(H,45,46)(H,47,48)/t19-,20+,21+,22+,23+,24+,25-,26+,27-,32-/m1/s1",UVBUBMSSQKOIBE-ZWKVXHQASA-N
134,NS00000146,DTXSID80891857,DTXCID201031278,116355-84-1,Fumonisin B2,"InChI=1S/C34H59NO14/c1-5-6-12-21(3)32(49-31(43)18-24(34(46)47)16-29(40)41)27(48-30(42)17-23(33(44)45)15-28(38)39)14-20(2)11-9-7-8-10-13-25(36)19-26(37)22(4)35/h20-27,32,36-37H,5-19,35H2,1-4H3,(H,38,39)(H,40,41)(H,44,45)(H,46,47)/t20-,21+,22-,23+,24+,25+,26-,27-,32+/m0/s1",UXDPXZQHTDAXOZ-STOIETHLSA-N
135,NS00000147,DTXSID4048016,DTXCID4027993,139-91-3,Furaltadone,"InChI=1S/C13H16N4O6/c18-13-16(14-7-10-1-2-12(22-10)17(19)20)9-11(23-13)8-15-3-5-21-6-4-15/h1-2,7,11H,3-6,8-9H2",YVQVOQKFMFRVGR-UHFFFAOYSA-N
136,NS00000148,DTXSID3052725,DTXCID3031315,65907-30-4,Furathiocarb,"InChI=1S/C18H26N2O5S/c1-6-7-11-23-16(21)19(4)26-20(5)17(22)24-14-10-8-9-13-12-18(2,3)25-15(13)14/h8-10H,6-7,11-12H2,1-5H3",HAWJXYBZNNRMNO-UHFFFAOYSA-N
137,NS00000149,DTXSID30870359,DTXCID30818094,478296-72-9,Gabapentin enacarbil,"InChI=1/C16H27NO6/c1-11(2)14(20)22-12(3)23-15(21)17-10-16(9-13(18)19)7-5-4-6-8-16/h11-12H,4-10H2,1-3H3,(H,17,21)(H,18,19)",TZDUHAJSIBHXDL-UHFFFAOYSA-N
138,NS00000150,DTXSID9058492,DTXCID7032262,87237-48-7,Haloxyfop-etotyl,"InChI=1/C19H19ClF3NO5/c1-3-26-8-9-27-18(25)12(2)28-14-4-6-15(7-5-14)29-17-16(20)10-13(11-24-17)19(21,22)23/h4-7,10-12H,3,8-9H2,1-2H3",MIJLZGZLQLAQCM-UHFFFAOYSA-N
139,NS00000151,DTXSID7024299,DTXCID10196605,78587-05-0,Hexythiazox,"InChI=1/C17H21ClN2O2S/c1-11-15(12-7-9-13(18)10-8-12)23-17(22)20(11)16(21)19-14-5-3-2-4-6-14/h7-11,14-15H,2-6H2,1H3,(H,19,21)/t11-,15+/s2",XGWIJUOSCAQSSV-XHDPSFHLSA-N
140,NS00000152,DTXSID30878799,DTXCID301016831,936-05-0,1-ME-2-NO2-5-HYDROXYME IMIDAZOLE,"InChI=1S/C5H7N3O3/c1-7-4(3-9)2-6-5(7)8(10)11/h2,9H,3H2,1H3",WXSSUDRHAJTESR-UHFFFAOYSA-N
141,NS00000153,DTXSID60891810,DTXCID401031048,26934-87-2,HT-2 Toxin,"InChI=1S/C22H32O8/c1-11(2)6-16(24)29-14-8-21(9-27-13(4)23)15(7-12(14)3)30-19-17(25)18(26)20(21,5)22(19)10-28-22/h7,11,14-15,17-19,25-26H,6,8-10H2,1-5H3/t14-,15+,17+,18+,19+,20+,21+,22-/m0/s1",PNKLMTPXERFKEN-MLXHEQMXSA-N
142,NS00000154,DTXSID6023868,DTXCID903868,67485-29-4,Hydramethylnon,"InChI=1S/C25H24F6N4/c1-23(2)15-32-22(33-16-23)35-34-21(13-7-17-3-9-19(10-4-17)24(26,27)28)14-8-18-5-11-20(12-6-18)25(29,30)31/h3-14H,15-16H2,1-2H3,(H2,32,33,35)/b13-7+,14-8+",IQVNEKKDSLOHHK-FNCQTZNRSA-N
143,NS00000155,DTXSID90188664,DTXCID50111155,35175-14-5,"1H-Imidazole-2-methanol, alpha,alpha,1-trimethyl-5-nitro-","InChI=1S/C7H11N3O3/c1-7(2,11)6-8-4-5(9(6)3)10(12)13/h4,11H,1-3H3",DTHPMNDYKOSVFR-UHFFFAOYSA-N
144,NS00000156,DTXSID50959271,DTXCID901387155,38339-18-3,"2-{[2-(4-Amino-3,5-dichlorophenyl)-2-hydroxyethyl]amino}-2-methylpropan-1-ol","InChI=1S/C12H18Cl2N2O2/c1-12(2,6-17)16-5-10(18)7-3-8(13)11(15)9(14)4-7/h3-4,10,16-18H,5-6,15H2,1-2H3",BWURCANZQUYPLR-UHFFFAOYSA-N
145,NS00000157,DTXSID20197426,DTXCID30119917,4812-40-2,1-(2-Hydroxyethyl)-2-hydroxymethyl-5-nitroimidazole,"InChI=1S/C6H9N3O4/c10-2-1-8-5(4-11)7-3-6(8)9(12)13/h3,10-11H,1-2,4H2",AEHPOYAOLCAMIU-UHFFFAOYSA-N
146,NS00000159,DTXSID8032417,DTXCID6012417,25311-71-1,Isofenphos,"InChI=1S/C15H24NO4PS/c1-6-18-21(22,16-11(2)3)20-14-10-8-7-9-13(14)15(17)19-12(4)5/h7-12H,6H2,1-5H3,(H,16,22)",HOQADATXFBOEGG-UHFFFAOYSA-N
147,NS00000160,DTXSID7040235,NA,70288-86-7,Ivermectin,NA,NA
148,NS00000161,DTXSID8023183,DTXCID103183,16846-24-5,Josamycin,"InChI=1S/C42H69NO15/c1-23(2)19-32(47)56-40-27(6)53-34(22-42(40,8)50)57-37-26(5)54-41(36(49)35(37)43(9)10)58-38-29(17-18-44)20-24(3)30(46)16-14-12-13-15-25(4)52-33(48)21-31(39(38)51-11)55-28(7)45/h12-14,16,18,23-27,29-31,34-41,46,49-50H,15,17,19-22H2,1-11H3/b13-12+,16-14+/t24-,25-,26-,27+,29+,30+,31-,34+,35-,36-,37-,38+,39?,40-,41+,42-/m1/s1",XJSFLOJWULLJQS-HTYUZQQASA-N
149,NS00000162,NA,NA,NA,NA,NA,NA
150,NS00000163,DTXSID0060149,DTXCID1040952,510-13-4,"Benzenemethanol, 4-(dimethylamino)-.alpha.-[4-(dimethylamino)phenyl]-.alpha.-phenyl-","InChI=1S/C23H26N2O/c1-24(2)21-14-10-19(11-15-21)23(26,18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4/h5-17,26H,1-4H3",LXHOGENDFZKPSF-UHFFFAOYSA-N
151,NS00000164,DTXSID10914886,DTXCID30981156,95656-68-1,1-[4-Amino-3-chloro-5-(trifluoromethyl)phenyl]-2-[(2-methylbutan-2-yl)amino]ethan-1-ol,"InChI=1S/C14H20ClF3N2O/c1-4-13(2,3)20-7-11(21)8-5-9(14(16,17)18)12(19)10(15)6-8/h5-6,11,20-21H,4,7,19H2,1-3H3",KGOIKOVSEVRHNH-UHFFFAOYSA-N
152,NS00000165,DTXSID7058173,DTXCID3031941,73250-68-7,Mefenacet,"InChI=1S/C16H14N2O2S/c1-18(12-7-3-2-4-8-12)15(19)11-20-16-17-13-9-5-6-10-14(13)21-16/h2-10H,11H2,1H3",XIGAUIHYSDTJHW-UHFFFAOYSA-N
153,NS00000166,DTXSID0058144,DTXCID6031912,62610-77-9,Methacrifos,"InChI=1S/C7H13O5PS/c1-6(7(8)9-2)5-12-13(14,10-3)11-4/h5H,1-4H3/b6-5+",NTAHCMPOMKHKEU-AATRIKPKSA-N
154,NS00000167,DTXSID30863589,DTXCID20812182,5650-44-2,"1-Propanone, 2-(methylamino)-1-phenyl-","InChI=1S/C10H13NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,11H,1-2H3",LPLLVINFLBSFRP-UHFFFAOYSA-N
155,NS00000169,DTXSID4048561,DTXCID7028190,17090-79-8,Monensin,"InChI=1S/C36H62O11/c1-10-34(31-20(3)16-26(43-31)28-19(2)15-21(4)36(41,18-37)46-28)12-11-27(44-34)33(8)13-14-35(47-33)17-25(38)22(5)30(45-35)23(6)29(42-9)24(7)32(39)40/h19-31,37-38,41H,10-18H2,1-9H3,(H,39,40)/t19-,20-,21+,22+,23-,24-,25-,26+,27+,28-,29+,30-,31+,33-,34-,35+,36-/m0/s1",GAOZTHIDHYLHMS-KEOBGNEYSA-N
156,NS00000170,DTXSID5037577,DTXCID001511432,113507-06-5,Moxidectin,"InChI=1S/C37H53NO8/c1-21(2)14-25(6)33-26(7)31(38-42-8)19-36(46-33)18-29-17-28(45-36)13-12-23(4)15-22(3)10-9-11-27-20-43-34-32(39)24(5)16-30(35(40)44-29)37(27,34)41/h9-12,14,16,21-22,26,28-30,32-34,39,41H,13,15,17-20H2,1-8H3/b10-9+,23-12+,25-14+,27-11+,38-31+/t22-,26-,28+,29-,30-,32+,33+,34+,36-,37+/m0/s1",YZBLFMPOMVTDJY-LSGXYNIPSA-N
157,NS00000171,DTXSID3048491,DTXCID9028465,151096-09-2,Moxifloxacin,"InChI=1S/C21H24FN3O4/c1-29-20-17-13(19(26)14(21(27)28)9-25(17)12-4-5-12)7-15(22)18(20)24-8-11-3-2-6-23-16(11)10-24/h7,9,11-12,16,23H,2-6,8,10H2,1H3,(H,27,28)/t11-,16+/m0/s1",FABPRXSRWADJSP-MEDUHNTESA-N
158,NS00000172,DTXSID0023379,DTXCID603379,52-78-8,Norethandrolone,"InChI=1S/C20H30O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h12,15-18,22H,3-11H2,1-2H3/t15-,16+,17+,18-,19-,20-/m0/s1",ZDHCJEIGTNNEMY-XGXHKTLJSA-N
159,NS00000173,DTXSID2046707,DTXCID0026707,55134-13-9,Narasin,"InChI=1S/C43H72O11/c1-12-30(35(46)27(8)34(45)28(9)36-23(4)21-24(5)37(51-36)31(13-2)39(47)48)38-25(6)22-26(7)42(52-38)18-15-32(44)43(54-42)20-19-40(11,53-43)33-16-17-41(49,14-3)29(10)50-33/h15,18,23-34,36-38,44-45,49H,12-14,16-17,19-22H2,1-11H3,(H,47,48)/t23-,24-,25-,26+,27-,28-,29-,30-,31+,32+,33+,34+,36+,37+,38-,40-,41+,42-,43-/m0/s1",VHKXXVVRRDYCIK-CWCPJSEDSA-N
160,NS00000174,DTXSID8041080,DTXCID6021080,150824-47-8,(E)-Nitenpyram,"InChI=1S/C11H15ClN4O2/c1-3-15(11(13-2)8-16(17)18)7-9-4-5-10(12)14-6-9/h4-6,8,13H,3,7H2,1-2H3/b11-8+",CFRPSFYHXJZSBI-DHZHZOJOSA-N
161,NS00000175,DTXSID5020944,DTXCID30809629,59-87-0,Nitrofurazone,"InChI=1S/C6H6N4O4/c7-6(11)9-8-3-4-1-2-5(14-4)10(12)13/h1-3H,(H3,7,9,11)",IAIWVQXQOWNYOU-UHFFFAOYSA-N
162,NS00000177,DTXSID10188525,DTXCID70111016,34984-78-6,8-Hydroxy-delta(9)-tetrahydrocannabinol,"InChI=1S/C21H30O3/c1-5-6-7-8-14-10-18(23)20-15-9-13(2)17(22)12-16(15)21(3,4)24-19(20)11-14/h9-11,15-17,22-23H,5-8,12H2,1-4H3/t15-,16-,17-/m1/s1",INKUWBOHCFHXTJ-BRWVUGGUSA-N
163,NS00000179,DTXSID1034260,DTXCID9014260,79-57-2,Oxytetracycline,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)/t12-,13-,14+,17+,21-,22+/m1/s1",IWVCMVBTMGNXQD-PXOLEDIWSA-N
164,NS00000180,DTXSID8034324,DTXCID6014324,14816-18-3,Phoxim,"InChI=1S/C12H15N2O3PS/c1-3-15-18(19,16-4-2)17-14-12(10-13)11-8-6-5-7-9-11/h5-9H,3-4H2,1-2H3/b14-12+",ATROHALUCMTWTB-WYMLVPIESA-N
